role,frequency_hz,t_0.128,t_0.256,t_0.384,t_0.512,t_0.640,t_0.768,t_0.896,t_1.024,t_1.152,t_1.280,t_1.408,t_1.536,t_1.664,t_1.792,t_1.920,t_2.048,t_2.176,t_2.304,t_2.432,t_2.560,t_2.688,t_2.816,t_2.944,t_3.072,t_3.200,t_3.328,t_3.456,t_3.584,t_3.712,t_3.840,t_3.968,t_4.096,t_4.224,t_4.352,t_4.480,t_4.608,t_4.736,t_4.864,t_4.992,t_5.120,t_5.248,t_5.376,t_5.504,t_5.632,t_5.760
normal,535.15625,-104.65177810131868,-99.11396212212182,-100.44654968068308,-90.97432191798917,-91.70153287207953,-93.4916602465918,-100.5098800496247,-99.91274546527187,-93.02204093378491,-99.35841165900358,-93.32290920795229,-91.17618712274493,-93.89663867357562,-94.92394550417566,-98.98128829621157,-99.14787855858245,-99.29013745279475,-92.44461485376107,-91.12797517250173,-95.94896047364242,-88.97244663785628,-89.99784320375723,-103.16858224280466,-98.04026135362692,-95.31202589033255,-90.75205757007004,-92.90110279427375,-99.82251624974212,-99.76062287852115,-94.75114832969936,-98.7765521807269,-91.55497480444181,-119.86864266257128,-94.41168879832219,-111.0001600987834,-92.41442467477998,-89.9124102377418,-101.85187408551172,-92.56332478675746,-94.18006352538762,-87.91521776565853,-90.04919580661748,-98.20216807591258,-98.9973964772006,-103.12254448116346
normal,539.0625,-102.49204542485518,-96.97582615220438,-105.14477150898286,-95.46119646047119,-91.29849693456339,-93.36927396452283,-94.93016219785623,-92.36046448592269,-94.17263610205029,-99.13913337635432,-114.08028285355445,-91.85659736400459,-89.78073950136152,-94.54370728421029,-95.8547685608962,-97.934690762049,-102.99481859366678,-93.28505667001409,-93.02559398797158,-97.2170345376246,-94.6227095247323,-99.50952993888208,-96.44435911553485,-96.04608063192481,-93.2241592096581,-96.37632310864946,-92.68549172702808,-97.71816391685601,-95.75468530719816,-90.59765784603087,-91.23009529308138,-92.99532701832806,-89.29585559332853,-97.35386969623796,-99.75078628680217,-97.44277197398132,-99.09568938353401,-88.29096717716826,-96.33109285544327,-94.71272309816638,-99.78196132300911,-105.5322356681049,-93.86207826812799,-92.30459528368348,-94.2542237082709
normal,542.96875,-96.61832973590683,-97.97736822293263,-103.05935816428402,-102.94222708487035,-96.3900044479779,-94.74602398636145,-102.15008368597063,-96.50755161751222,-95.90489754966552,-97.89123817401165,-97.17651629346753,-88.2490708087444,-90.01526012883485,-99.11478804204668,-94.1467831899947,-94.01935041868705,-96.02752032835812,-92.94420239904483,-96.35457961828457,-96.85446438449203,-105.45361631359683,-101.86348906704706,-113.96719215716374,-96.90242111759291,-103.39112164825436,-97.43859180466407,-94.06299085400548,-94.75348315773206,-94.4152971572264,-120.0,-96.28491424184114,-100.048540502567,-101.93053533115922,-94.6780091072648,-100.89602295225643,-104.17668171259203,-97.21833002808046,-93.27336670410088,-92.98104192177574,-93.46240677958724,-91.5693923126178,-105.41284567342345,-100.86855323495786,-99.57607230030989,-103.3523416733546
normal,546.875,-99.19018797814701,-96.85269714483654,-93.94822589478372,-93.3558645671936,-98.88661298433507,-104.29983621505036,-102.33312925997697,-106.21259605740676,-102.30421962714445,-100.71597134159732,-97.21163770682068,-103.92811696820247,-95.17549541017488,-99.4886886383042,-97.41681280518253,-101.69407837847699,-98.98587754995255,-96.50286403727316,-96.06854145879134,-102.59139659494012,-99.92628855893727,-100.94060351668831,-92.84011755276383,-96.39136461098556,-96.24820028297741,-91.90484670953582,-100.30261859137423,-93.76805277583429,-94.16084985516329,-97.50187231725775,-93.02505228078515,-96.03677757427474,-97.29061829740006,-98.25120317315991,-98.09217576172347,-102.67972501373853,-99.28445277735344,-102.27445197327646,-100.48926907075511,-98.67562710451975,-97.17202026037768,-94.2849608340816,-97.96586562698538,-96.65706480400077,-92.10299944098331
normal,550.78125,-97.7319348038906,-100.68877129736522,-93.88967643501044,-104.08612562858666,-99.60686604568576,-109.29916462086135,-102.06738558160195,-111.27608758396332,-94.33869089051669,-104.16095802506766,-94.49941960474327,-104.48335529207262,-98.09239102532045,-97.5577132609119,-101.96666304307193,-106.59029498502878,-108.5060953631522,-97.0305632786609,-94.11571055358336,-100.79700729141567,-107.92962705643133,-101.99182090530657,-103.37853978248228,-93.79561229227295,-96.33809664509094,-96.17263242700618,-98.26753281816192,-94.27442146227052,-91.1649776971837,-96.14359112714786,-95.08886587963303,-106.7850783578366,-97.86775026233002,-96.72717710460117,-99.92504046119551,-111.03927764914177,-108.8818076401532,-98.67266298618817,-99.36623429754152,-98.91973486743218,-100.69319788056012,-98.37114961747554,-96.27865966836367,-97.54005256144451,-99.914743220465
normal,554.6875,-98.2335206308688,-107.80514464353965,-103.95389872755466,-98.71112166878032,-95.9259829699925,-93.40300639592918,-98.48791227202967,-95.64432387704912,-93.65569459287775,-92.98217530537909,-95.22409693087816,-97.64855359245911,-105.49385216426296,-100.82732195222535,-109.45600901326526,-104.40291058777316,-97.03352805982831,-101.74101581571882,-99.7945907630587,-104.43889284086197,-96.18419201737223,-97.38433039289674,-96.04295654512377,-106.99159186502314,-104.11750552606712,-98.90628091020025,-111.97865439704694,-98.6162759033018,-97.03763494971157,-108.10017695601708,-96.71893352118593,-94.2043900959633,-102.55547594257173,-97.41469178093442,-96.2280776852733,-110.96547449143043,-102.78831959898793,-98.05561531910021,-96.82435052286453,-95.50571779872027,-95.83562858123156,-102.80158315892182,-99.56828220845337,-95.97969898091755,-95.94300826860311
normal,558.59375,-107.91523860407963,-100.16917662253053,-96.14584821346888,-96.76658058396598,-120.0,-106.83462973564907,-98.53077613933053,-101.47732693426137,-106.1048583519547,-107.76698817649647,-109.00505243786819,-109.17363833588423,-104.08377717427135,-105.69146392829082,-99.09867632222374,-104.99539422065267,-109.29369501110048,-99.69381627078948,-120.0,-102.0231960309412,-105.20391028395069,-103.53589903787568,-109.92803917913527,-99.27351653286144,-110.20703692735077,-100.88216970948986,-107.74622349907689,-95.26067923432339,-96.31120443322453,-99.25460341300605,-99.03329308227575,-101.03894106089027,-98.32376070828646,-106.18881732874057,-111.69443045521633,-105.09243534881591,-104.87608942451456,-97.69728209732939,-104.46452537963174,-99.11358050260453,-99.75936974856728,-100.39881324911578,-106.93611344253321,-103.30246822736099,-105.39017980639645
normal,562.5,-103.17777406236657,-100.36181473515495,-103.92004117817555,-104.89064230697366,-101.44411566814044,-98.21591014163978,-94.78754240729157,-97.22657762919054,-96.22753637971576,-97.50117024946974,-106.53999159702201,-110.31518025297969,-101.73382360608201,-100.69266678236141,-104.41327772592636,-98.42730979018887,-99.04788842137253,-104.87658931405194,-105.97086244404377,-103.35416083810728,-103.25376042208222,-102.05721674124489,-98.36488260549385,-102.97208580128084,-94.02644984442585,-102.9382781596628,-104.40260323330173,-102.42823824961721,-107.26517470272064,-102.11132358185483,-103.80640550142988,-99.23348053901783,-99.99368589766277,-108.787312978578,-104.3629436082253,-108.94490629042,-104.92236480350549,-102.91510277217377,-103.83860956500556,-97.25928878861811,-105.84862024927946,-103.73844873138145,-98.07620034118506,-96.37342050098121,-99.83978212527221
normal,566.40625,-100.13404333717511,-109.14895653592276,-103.82083377755315,-101.48567460516495,-107.7758744669889,-98.517475707489,-102.42012551195299,-102.87653957194962,-107.29053064841564,-98.89260883634142,-106.2097933056479,-106.93364897420457,-107.98555651462591,-102.41147572924788,-105.50958493976884,-109.46113792225147,-100.35788481979493,-97.00567217271667,-104.74099219635455,-110.36562325265669,-106.5909102058219,-103.07663564678785,-108.0805744694829,-95.81224233671598,-98.22389443189395,-97.58499735048224,-100.94758192164844,-112.08179760604696,-97.57778842127561,-98.43818812937384,-103.2436515055201,-95.08488942358372,-102.4466727051727,-108.7464380858884,-100.45718315948079,-98.82826263671745,-100.04361176824861,-105.70614807743601,-100.96509473181388,-113.59541542638584,-105.5800051774299,-105.07064078300016,-99.61443583299624,-100.80880874666917,-111.41490731398224
normal,570.3125,-110.38496102602858,-109.62338461962398,-99.6758385175379,-99.07331119268835,-102.75681105791779,-114.99435699819513,-106.43308836342975,-106.59910734900728,-99.74572789602493,-99.39913889655841,-104.62546915221266,-103.94573668461989,-102.42710575199588,-108.91472931884842,-105.74279055339713,-96.50656704476509,-96.82521460257682,-102.15699138612527,-99.41924154689318,-103.9300158369525,-101.56490655880881,-104.12136201338882,-100.07498565742081,-93.99532176358764,-101.36318013987585,-113.11362987247647,-102.75146154263757,-100.15785525489915,-103.26069039396737,-108.8129507826909,-107.00249288549105,-101.6649545328179,-99.08853707841288,-101.99575880041138,-100.17185373764143,-99.98603511560255,-110.36197785155842,-105.33894278102497,-102.38022598350342,-107.93568719808161,-113.47510030661209,-112.89262174139425,-100.82761480944146,-101.31205729331464,-99.75198094171421
normal,574.21875,-102.50726516434007,-106.92028861619995,-106.20719059824978,-110.92648150180761,-107.68796363692212,-120.0,-104.67731224302301,-104.85908749597968,-98.57155084609688,-104.21550583101873,-101.88980620979262,-107.24315711682614,-109.89935056789038,-108.19989322907861,-102.07348284261471,-102.50402327736738,-112.2665434377576,-98.60422076047881,-103.5665340938749,-102.37852230286538,-111.60411368920387,-107.93810890019223,-101.92721241525717,-106.3942569103944,-98.25449833850492,-104.71439780096382,-103.24974073515052,-100.82988291235951,-109.65045364458652,-115.2135545532493,-106.75790760328391,-114.71360685594092,-111.15099642276056,-108.60856760809057,-120.0,-107.19246247805232,-106.26611630184222,-97.91384446617352,-105.76367409126681,-105.77143586252951,-101.56561731115235,-111.2551320880789,-99.76936556507886,-97.3821619893177,-108.64323075191797
normal,578.125,-102.61253594200898,-104.31431286931667,-113.33105487924985,-101.90772473121898,-116.69809709576748,-111.29595763364651,-114.37461521693038,-103.68863806990122,-108.58388604599486,-105.33522712371257,-108.79441363172822,-105.26107175909878,-103.53343793471629,-102.42930866965744,-105.6568891688772,-104.68123861423807,-111.42964785088941,-113.23285079749715,-104.43999573837357,-107.52619497942268,-104.07450737214663,-107.07079582421343,-103.5233132611174,-108.74906481968681,-107.66208282484752,-99.58234888513078,-103.50410741133018,-99.15076126312371,-100.95508896551772,-104.37961382554066,-102.62971115348974,-110.09450362727631,-107.86272796033558,-109.18748638219458,-100.30360982844715,-105.25079282210652,-109.09126217450991,-104.0586580021103,-101.97426360203401,-99.871377859546,-106.5916543290379,-102.93947955365043,-106.55907144993404,-103.01310422441503,-106.60747836545062
normal,582.03125,-104.13301959462103,-114.94235851150964,-100.29807988497527,-109.04315755304786,-107.10999681790355,-110.86969911681922,-111.40752332509942,-103.98994087922496,-106.452545151898,-99.87859220631216,-104.79519850944519,-107.72138776054743,-104.57376863661517,-104.53888050977986,-103.62122599228042,-112.06757939751748,-104.9518043694401,-109.41352654789,-112.4787338422764,-103.45212041706256,-110.44289331200062,-103.86793299647712,-109.79585008984711,-109.59508162906302,-113.0591552270282,-102.7504748104627,-95.43718585581934,-114.46328860323385,-106.84222320623203,-111.46627937582436,-110.45018316113985,-109.70877503062687,-108.01027900711718,-109.48450779457858,-107.87816753409793,-106.20438198863519,-110.42373011642837,-110.11412243235186,-102.30921660469744,-106.67699630800571,-110.12448689290815,-108.73136119481285,-101.58058514438167,-114.33795948982117,-108.25367587872068
normal,585.9375,-102.49151277291168,-112.18709664445592,-108.12438201252792,-101.82041413819525,-112.00922385091971,-120.0,-112.58769850990907,-112.95397760960375,-106.24574995302933,-113.74536349752543,-109.13542323643753,-104.29722175651497,-102.32838247870527,-103.92205863603752,-106.3993566132119,-100.82204790037979,-104.35628945015455,-105.92873342068705,-108.69689572726286,-112.77423854389495,-106.94361665639201,-108.06373921652501,-102.94315845024293,-108.08177138481142,-108.45061451556008,-100.12571935053002,-112.54974148604722,-101.13937987383024,-103.45096361120119,-116.36667903019824,-103.03928779721207,-113.27922662400678,-116.18758811309928,-114.35037721342314,-104.51975053706127,-110.63888589577627,-112.13233061805568,-109.01269382414158,-113.2411104918693,-115.57250941707886,-104.75106136531724,-102.01264289514567,-107.79827421366298,-104.65616513020201,-113.25128657820038
normal,589.84375,-106.6341850702558,-110.82454827973463,-104.20611098411956,-104.05226350375531,-99.22763820747929,-101.69748426889379,-100.82573125602606,-98.10653094086518,-98.48563896994833,-100.83212049645834,-104.63047161695923,-106.83667235123957,-116.97801293705285,-102.4211844743499,-102.66805507765163,-102.16032109141204,-107.11146233017003,-99.79318587247555,-100.41591529374702,-101.84148233245253,-105.12983125935759,-107.61669080179745,-102.73096169613277,-104.83762031016002,-101.31680235762374,-104.91353676759451,-107.22713438677704,-113.37056136872013,-101.70254163688242,-102.38431028006707,-112.37793081090223,-104.22400023141648,-109.70449651894842,-120.0,-110.31340327564705,-117.26692487550682,-106.10773191661663,-103.3333124663247,-103.76820504805586,-107.82746719094631,-108.88857782333724,-110.14945183784633,-102.42053311652842,-102.08252606654072,-119.75781773046995
normal,593.75,-110.08714526001066,-115.09300651435609,-112.22782715836632,-120.0,-105.94880227870934,-109.72460345886844,-105.8940276598676,-112.39525314844556,-104.40020307001777,-100.00216604911253,-102.17063199176364,-104.81075327883954,-106.00564768893099,-108.66231517418663,-105.08374705867575,-107.79681144957502,-107.0348746771262,-112.4133236647498,-112.5964121794473,-104.3558495893489,-103.19361692369176,-101.91637454348586,-104.79372198692792,-114.28869156361412,-109.59194294667068,-105.9790844434066,-117.1171410353287,-111.2627754705106,-107.40498989639313,-101.59504551065311,-113.68823173455789,-117.90735556005528,-104.41857121206182,-108.20081262862749,-109.19720120027768,-120.0,-104.14669866660859,-118.56597481349579,-112.93716639813215,-106.48875913586893,-102.88018815306371,-104.52331426022425,-100.58935638940325,-108.27877235648651,-102.24889843880445
normal,597.65625,-106.62747190414638,-108.92418123615835,-106.15046541653341,-102.20726904482426,-107.6510003970465,-105.13306923095945,-115.06937832376288,-120.0,-101.08502749765609,-105.1738426258693,-119.14371332706321,-111.90873325456337,-118.04161064959362,-120.0,-115.65388747220615,-106.38650943066389,-111.55505064886935,-103.82514067169251,-109.98040621996643,-120.0,-110.0042074743409,-103.6136273728597,-105.87310420206256,-112.99982519259173,-108.29848689004088,-103.24062866233436,-110.59310065918994,-113.39238694966484,-103.2720740156566,-112.34174852671657,-100.31389611285563,-99.3960326707307,-100.28354134504613,-117.05604952978761,-101.66287044879851,-108.70857825661028,-102.86834227626805,-105.04300762775995,-114.98123146438788,-107.7216876897374,-119.80355811290495,-101.6780834620557,-110.73223850120884,-103.7620522441195,-106.70007348598703
normal,601.5625,-114.88932471148195,-116.18064373176878,-110.73168015243658,-106.7625709359335,-103.77334534135508,-117.54284464559933,-113.37426947096701,-113.10582704886919,-108.8127501838113,-113.41375102709719,-120.0,-115.8806581516091,-115.54625596412322,-108.89274924772224,-104.33863880796542,-112.82620574803192,-111.67159946402514,-109.08189950505557,-107.08287387194822,-107.37883271947409,-111.34925141994569,-104.14227691566023,-117.04871878772391,-112.95168435109149,-112.56611601881767,-116.176259478378,-112.80322208842998,-110.39109857347279,-107.67177442828711,-103.78578660162695,-111.46923752392877,-104.77871600518135,-120.0,-108.65016208756788,-102.75727593201067,-101.45225634218683,-108.72425652152106,-103.49679197440088,-101.11328763810648,-102.56071501052135,-101.45004886186852,-112.45696152827608,-108.34609120430366,-113.1083942852853,-108.31982558110595
normal,605.46875,-115.85824885043783,-116.53551981905002,-113.09152230872056,-110.49439020705867,-109.5702050752274,-110.92337001367723,-119.22987697964197,-117.09279339023838,-113.55460183006113,-113.51253086799508,-119.80136541292767,-111.19778647313879,-120.0,-116.68452752275898,-113.77288621884716,-120.0,-112.05098519407,-118.78034013426826,-120.0,-120.0,-106.86588473651894,-120.0,-115.50425158151569,-113.32852132797875,-112.4010998136164,-112.67263472614025,-113.57528361584826,-107.75719524272994,-105.74134143228028,-117.18890968952073,-113.2446464092578,-112.53387407181563,-107.68363862798606,-105.27122639808462,-120.0,-114.54882883277429,-105.94972139747789,-107.4000081449732,-106.57832458735571,-104.72185322803142,-108.74052687147503,-106.32949809151755,-106.49568172590732,-103.8185993627489,-103.49481093414299
