group_id,method,record_uid,dataset_source,file_path,duplicate_of,similarity,decision,reason
exact_0466,raw_sha256,D2_set_a_normal__201105021804,D2,dataset/archive (2)/set_a/normal__201105021804.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0466,raw_sha256,HB_normal_normal__201105021804,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__201105021804.wav,D2_set_a_normal__201105021804,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0467,raw_sha256,D2_set_a_normal__201105151450,D2,dataset/archive (2)/set_a/normal__201105151450.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0467,raw_sha256,HB_normal_normal__201105151450,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__201105151450.wav,D2_set_a_normal__201105151450,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0468,raw_sha256,D2_set_a_normal__201106111136,D2,dataset/archive (2)/set_a/normal__201106111136.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0468,raw_sha256,HB_normal_normal__201106111136,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__201106111136.wav,D2_set_a_normal__201106111136,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0469,raw_sha256,D2_set_a_normal__201106141148,D2,dataset/archive (2)/set_a/normal__201106141148.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0469,raw_sha256,HB_normal_normal__201106141148,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__201106141148.wav,D2_set_a_normal__201106141148,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0470,raw_sha256,D2_set_a_normal__201106151236,D2,dataset/archive (2)/set_a/normal__201106151236.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0470,raw_sha256,HB_normal_normal__201106151236,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__201106151236.wav,D2_set_a_normal__201106151236,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0471,raw_sha256,D2_set_a_normal__201106210943,D2,dataset/archive (2)/set_a/normal__201106210943.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0471,raw_sha256,HB_normal_normal__201106210943,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__201106210943.wav,D2_set_a_normal__201106210943,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0472,raw_sha256,D2_set_a_normal__201106221418,D2,dataset/archive (2)/set_a/normal__201106221418.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0472,raw_sha256,HB_normal_normal__201106221418,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__201106221418.wav,D2_set_a_normal__201106221418,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0473,raw_sha256,D2_set_a_normal__201106221450,D2,dataset/archive (2)/set_a/normal__201106221450.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0473,raw_sha256,HB_normal_normal__201106221450,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__201106221450.wav,D2_set_a_normal__201106221450,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0474,raw_sha256,D2_set_a_normal__201108011112,D2,dataset/archive (2)/set_a/normal__201108011112.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0474,raw_sha256,HB_normal_normal__201108011112,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__201108011112.wav,D2_set_a_normal__201108011112,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0475,raw_sha256,D2_set_a_normal__201108011114,D2,dataset/archive (2)/set_a/normal__201108011114.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0475,raw_sha256,HB_normal_normal__201108011114,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__201108011114.wav,D2_set_a_normal__201108011114,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0476,raw_sha256,D2_set_a_normal__201108011115,D2,dataset/archive (2)/set_a/normal__201108011115.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0476,raw_sha256,HB_normal_normal__201108011115,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__201108011115.wav,D2_set_a_normal__201108011115,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0477,raw_sha256,D2_set_a_normal__201108011118,D2,dataset/archive (2)/set_a/normal__201108011118.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0477,raw_sha256,HB_normal_normal__201108011118,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__201108011118.wav,D2_set_a_normal__201108011118,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0478,raw_sha256,D3_set_b_Bunlabelledtest__101_1305030823364_A,D3,dataset/archive (2)/set_b/Bunlabelledtest__101_1305030823364_A.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0478,raw_sha256,HB_unlabel_Bunlabelledtest__101_1305030823364_A,heartbeat_sound,dataset/Heartbeat_Sound/unlabel/Bunlabelledtest__101_1305030823364_A.wav,D3_set_b_Bunlabelledtest__101_1305030823364_A,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0479,raw_sha256,D3_set_b_Bunlabelledtest__101_1305030823364_D,D3,dataset/archive (2)/set_b/Bunlabelledtest__101_1305030823364_D.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0479,raw_sha256,HB_unlabel_Bunlabelledtest__101_1305030823364_D,heartbeat_sound,dataset/Heartbeat_Sound/unlabel/Bunlabelledtest__101_1305030823364_D.wav,D3_set_b_Bunlabelledtest__101_1305030823364_D,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0480,raw_sha256,D3_set_b_Bunlabelledtest__101_1305030823364_F,D3,dataset/archive (2)/set_b/Bunlabelledtest__101_1305030823364_F.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0480,raw_sha256,HB_unlabel_Bunlabelledtest__101_1305030823364_F,heartbeat_sound,dataset/Heartbeat_Sound/unlabel/Bunlabelledtest__101_1305030823364_F.wav,D3_set_b_Bunlabelledtest__101_1305030823364_F,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0481,raw_sha256,D3_set_b_Bunlabelledtest__103_1305031931979_A,D3,dataset/archive (2)/set_b/Bunlabelledtest__103_1305031931979_A.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0481,raw_sha256,HB_unlabel_Bunlabelledtest__103_1305031931979_A,heartbeat_sound,dataset/Heartbeat_Sound/unlabel/Bunlabelledtest__103_1305031931979_A.wav,D3_set_b_Bunlabelledtest__103_1305031931979_A,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0482,raw_sha256,D3_set_b_Bunlabelledtest__103_1305031931979_C,D3,dataset/archive (2)/set_b/Bunlabelledtest__103_1305031931979_C.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0482,raw_sha256,HB_unlabel_Bunlabelledtest__103_1305031931979_C,heartbeat_sound,dataset/Heartbeat_Sound/unlabel/Bunlabelledtest__103_1305031931979_C.wav,D3_set_b_Bunlabelledtest__103_1305031931979_C,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0483,raw_sha256,D3_set_b_Bunlabelledtest__105_1305033453095_B,D3,dataset/archive (2)/set_b/Bunlabelledtest__105_1305033453095_B.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0483,raw_sha256,HB_unlabel_Bunlabelledtest__105_1305033453095_B,heartbeat_sound,dataset/Heartbeat_Sound/unlabel/Bunlabelledtest__105_1305033453095_B.wav,D3_set_b_Bunlabelledtest__105_1305033453095_B,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0484,raw_sha256,D3_set_b_Bunlabelledtest__105_1305033453095_D,D3,dataset/archive (2)/set_b/Bunlabelledtest__105_1305033453095_D.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0484,raw_sha256,HB_unlabel_Bunlabelledtest__105_1305033453095_D,heartbeat_sound,dataset/Heartbeat_Sound/unlabel/Bunlabelledtest__105_1305033453095_D.wav,D3_set_b_Bunlabelledtest__105_1305033453095_D,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0485,raw_sha256,D3_set_b_Bunlabelledtest__106_1306776721273_B,D3,dataset/archive (2)/set_b/Bunlabelledtest__106_1306776721273_B.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0485,raw_sha256,HB_unlabel_Bunlabelledtest__106_1306776721273_B,heartbeat_sound,dataset/Heartbeat_Sound/unlabel/Bunlabelledtest__106_1306776721273_B.wav,D3_set_b_Bunlabelledtest__106_1306776721273_B,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0486,raw_sha256,D3_set_b_Bunlabelledtest__106_1306776721273_D,D3,dataset/archive (2)/set_b/Bunlabelledtest__106_1306776721273_D.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0486,raw_sha256,HB_unlabel_Bunlabelledtest__106_1306776721273_D,heartbeat_sound,dataset/Heartbeat_Sound/unlabel/Bunlabelledtest__106_1306776721273_D.wav,D3_set_b_Bunlabelledtest__106_1306776721273_D,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0487,raw_sha256,D3_set_b_Bunlabelledtest__107_1305654946865_B,D3,dataset/archive (2)/set_b/Bunlabelledtest__107_1305654946865_B.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0487,raw_sha256,HB_unlabel_Bunlabelledtest__107_1305654946865_B,heartbeat_sound,dataset/Heartbeat_Sound/unlabel/Bunlabelledtest__107_1305654946865_B.wav,D3_set_b_Bunlabelledtest__107_1305654946865_B,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0488,raw_sha256,D3_set_b_Bunlabelledtest__107_1305654946865_D,D3,dataset/archive (2)/set_b/Bunlabelledtest__107_1305654946865_D.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0488,raw_sha256,HB_unlabel_Bunlabelledtest__107_1305654946865_D,heartbeat_sound,dataset/Heartbeat_Sound/unlabel/Bunlabelledtest__107_1305654946865_D.wav,D3_set_b_Bunlabelledtest__107_1305654946865_D,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0489,raw_sha256,D3_set_b_Bunlabelledtest__108_1305654420093_C,D3,dataset/archive (2)/set_b/Bunlabelledtest__108_1305654420093_C.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0489,raw_sha256,HB_unlabel_Bunlabelledtest__108_1305654420093_C,heartbeat_sound,dataset/Heartbeat_Sound/unlabel/Bunlabelledtest__108_1305654420093_C.wav,D3_set_b_Bunlabelledtest__108_1305654420093_C,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0490,raw_sha256,D3_set_b_Bunlabelledtest__109_1305653646620_B,D3,dataset/archive (2)/set_b/Bunlabelledtest__109_1305653646620_B.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0490,raw_sha256,HB_unlabel_Bunlabelledtest__109_1305653646620_B,heartbeat_sound,dataset/Heartbeat_Sound/unlabel/Bunlabelledtest__109_1305653646620_B.wav,D3_set_b_Bunlabelledtest__109_1305653646620_B,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0491,raw_sha256,D3_set_b_Bunlabelledtest__109_1305653646620_D,D3,dataset/archive (2)/set_b/Bunlabelledtest__109_1305653646620_D.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0491,raw_sha256,HB_unlabel_Bunlabelledtest__109_1305653646620_D,heartbeat_sound,dataset/Heartbeat_Sound/unlabel/Bunlabelledtest__109_1305653646620_D.wav,D3_set_b_Bunlabelledtest__109_1305653646620_D,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0492,raw_sha256,D3_set_b_Bunlabelledtest__109_1305653972028_B,D3,dataset/archive (2)/set_b/Bunlabelledtest__109_1305653972028_B.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0492,raw_sha256,HB_unlabel_Bunlabelledtest__109_1305653972028_B,heartbeat_sound,dataset/Heartbeat_Sound/unlabel/Bunlabelledtest__109_1305653972028_B.wav,D3_set_b_Bunlabelledtest__109_1305653972028_B,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0493,raw_sha256,D3_set_b_Bunlabelledtest__109_1305653972028_D,D3,dataset/archive (2)/set_b/Bunlabelledtest__109_1305653972028_D.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0493,raw_sha256,HB_unlabel_Bunlabelledtest__109_1305653972028_D,heartbeat_sound,dataset/Heartbeat_Sound/unlabel/Bunlabelledtest__109_1305653972028_D.wav,D3_set_b_Bunlabelledtest__109_1305653972028_D,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0494,raw_sha256,D3_set_b_Bunlabelledtest__110_1305655332337_D,D3,dataset/archive (2)/set_b/Bunlabelledtest__110_1305655332337_D.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0494,raw_sha256,HB_unlabel_Bunlabelledtest__110_1305655332337_D,heartbeat_sound,dataset/Heartbeat_Sound/unlabel/Bunlabelledtest__110_1305655332337_D.wav,D3_set_b_Bunlabelledtest__110_1305655332337_D,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0495,raw_sha256,D3_set_b_Bunlabelledtest__112_1306243000964_C,D3,dataset/archive (2)/set_b/Bunlabelledtest__112_1306243000964_C.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0495,raw_sha256,HB_unlabel_Bunlabelledtest__112_1306243000964_C,heartbeat_sound,dataset/Heartbeat_Sound/unlabel/Bunlabelledtest__112_1306243000964_C.wav,D3_set_b_Bunlabelledtest__112_1306243000964_C,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0496,raw_sha256,D3_set_b_Bunlabelledtest__113_1306244002866_C,D3,dataset/archive (2)/set_b/Bunlabelledtest__113_1306244002866_C.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0496,raw_sha256,HB_unlabel_Bunlabelledtest__113_1306244002866_C,heartbeat_sound,dataset/Heartbeat_Sound/unlabel/Bunlabelledtest__113_1306244002866_C.wav,D3_set_b_Bunlabelledtest__113_1306244002866_C,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0497,raw_sha256,D3_set_b_Bunlabelledtest__115_1306259437619_D,D3,dataset/archive (2)/set_b/Bunlabelledtest__115_1306259437619_D.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0497,raw_sha256,HB_unlabel_Bunlabelledtest__115_1306259437619_D,heartbeat_sound,dataset/Heartbeat_Sound/unlabel/Bunlabelledtest__115_1306259437619_D.wav,D3_set_b_Bunlabelledtest__115_1306259437619_D,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0498,raw_sha256,D3_set_b_Bunlabelledtest__116_1306258689913_B,D3,dataset/archive (2)/set_b/Bunlabelledtest__116_1306258689913_B.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0498,raw_sha256,HB_unlabel_Bunlabelledtest__116_1306258689913_B,heartbeat_sound,dataset/Heartbeat_Sound/unlabel/Bunlabelledtest__116_1306258689913_B.wav,D3_set_b_Bunlabelledtest__116_1306258689913_B,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0499,raw_sha256,D3_set_b_Bunlabelledtest__117_1306262456650_B1,D3,dataset/archive (2)/set_b/Bunlabelledtest__117_1306262456650_B1.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0499,raw_sha256,HB_unlabel_Bunlabelledtest__117_1306262456650_B1,heartbeat_sound,dataset/Heartbeat_Sound/unlabel/Bunlabelledtest__117_1306262456650_B1.wav,D3_set_b_Bunlabelledtest__117_1306262456650_B1,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0500,raw_sha256,D3_set_b_Bunlabelledtest__118_1306262335509_A,D3,dataset/archive (2)/set_b/Bunlabelledtest__118_1306262335509_A.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0500,raw_sha256,HB_unlabel_Bunlabelledtest__118_1306262335509_A,heartbeat_sound,dataset/Heartbeat_Sound/unlabel/Bunlabelledtest__118_1306262335509_A.wav,D3_set_b_Bunlabelledtest__118_1306262335509_A,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0501,raw_sha256,D3_set_b_Bunlabelledtest__118_1306262335509_A1,D3,dataset/archive (2)/set_b/Bunlabelledtest__118_1306262335509_A1.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0501,raw_sha256,HB_unlabel_Bunlabelledtest__118_1306262335509_A1,heartbeat_sound,dataset/Heartbeat_Sound/unlabel/Bunlabelledtest__118_1306262335509_A1.wav,D3_set_b_Bunlabelledtest__118_1306262335509_A1,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0502,raw_sha256,D3_set_b_Bunlabelledtest__118_1306262335509_C2,D3,dataset/archive (2)/set_b/Bunlabelledtest__118_1306262335509_C2.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0502,raw_sha256,HB_unlabel_Bunlabelledtest__118_1306262335509_C2,heartbeat_sound,dataset/Heartbeat_Sound/unlabel/Bunlabelledtest__118_1306262335509_C2.wav,D3_set_b_Bunlabelledtest__118_1306262335509_C2,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0503,raw_sha256,D3_set_b_Bunlabelledtest__121_1306263877235_B,D3,dataset/archive (2)/set_b/Bunlabelledtest__121_1306263877235_B.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0503,raw_sha256,HB_unlabel_Bunlabelledtest__121_1306263877235_B,heartbeat_sound,dataset/Heartbeat_Sound/unlabel/Bunlabelledtest__121_1306263877235_B.wav,D3_set_b_Bunlabelledtest__121_1306263877235_B,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0504,raw_sha256,D3_set_b_Bunlabelledtest__122_1306325762831_A,D3,dataset/archive (2)/set_b/Bunlabelledtest__122_1306325762831_A.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0504,raw_sha256,HB_unlabel_Bunlabelledtest__122_1306325762831_A,heartbeat_sound,dataset/Heartbeat_Sound/unlabel/Bunlabelledtest__122_1306325762831_A.wav,D3_set_b_Bunlabelledtest__122_1306325762831_A,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
